audience_id,age,gender,frequency_segment,distinct networks,distinct programmes,seconds_streamed
1vYyS3emqqXlXe3lmARxLUHIbk6b0PELKe-l39blxPQ,35+,female,B. 2-5 days per week,4,36,43296
3ZTHVw1iTTJBBcYLwaMTpISYUmNngJZTmFcX12S-aIk,35+,male,F. less than monthly,1,1,1453
4tR4npRdoOgYTcD6HYkDFSJqxYx8nWUVdaCcDUQXO2E,35+,male,C. 1-2 days per week,1,2,12362
69TZmJLMR1OxrIZFCWZNI6bKj9FhbYViEJidxstdWIQ,16-34,female,F. less than monthly,1,1,5704
8LkipeD_x6otpZZOpRugrVLjHtelbTzaF_EHdw_lyYs,35+,male,E. monthly,1,1,930
9vVpKcDPkDNAkZu0boWxI3Mm-aw9QejwqRD5BPRoRM0,16-34,female,D. fortnightly,1,1,754
BYHBh0w8r99OjH7rKC4ehCgzWT811lRZhrBWJTXBG1U,35+,female,F. less than monthly,1,1,1673
05ZrwjiCJq_86KBafHuBRSUTcg0xhLQPub1DBzRDJIo,35+,female,C. 1-2 days per week,3,22,41182
1xOjtr2g81Qln7p81h3h1a8HIvDFzHlIzS5wnpv6IK8,,,C. 1-2 days per week,2,15,51448
3SSsy5UNEyj6-HzWAR4vQ9gs4P7kTpZZE6cLECVhRig,35+,male,E. monthly,2,2,2984
57VXNMAjKt8Z0e4ghykTVBNLtculPBoaf_9ewRZYYSw,35+,female,E. monthly,2,3,11530
6saMGYiphBtut56u1HXdSVM0DC7KqBwuLoTutx3JjVs,16-34,male,E. monthly,1,1,4630
8kUzJI9SCiy6FBuepAbYdRR2SsmTQHM2stJKb4i587g,35+,female,D. fortnightly,1,3,8644
AA3PA4P5wNocVxW2WXdB31q0ctVMpnL5erBixmejn1E,35+,female,D. fortnightly,1,29,56840
BjH17cgvvn5VVPNsei7WFvtwlezFWndTES2SCaVOhfg,35+,male,F. less than monthly,1,1,2625
09cHYbac2QsHkJNnHJxtLCCO2MAEfcWnwOlrOHyCfGQ,35+,male,D. fortnightly,1,1,12113
1bWf3UhsAMvGwwg2w-bRhQmplCziLS2tw6shTJ3o85k,,,B. 2-5 days per week,6,62,305879
3PBtNXx6Wf62gC5kUe2rlTV9D_lcJzswe7NYhc6lr_s,35+,male,F. less than monthly,1,1,577
5BuugW0qQ5fuP1cKclwTr8sYJtVniFDLn2d6RXHnhlg,35+,female,E. monthly,1,2,6848
6YoZQd5O48ZSdEJOrTG5QxnwD5j2RDWHgrOdhrzWudQ,35+,male,D. fortnightly,3,3,10346
7tW3laHXMYq7AZjdngnpSnm4qIooXryol2zpympUCIk,35+,male,A. daily (5+ days per week),4,29,54212
9bC10Kv2yGBpEASul9XeGiA5UTIlLu6uAzEpUW3G0VM,35+,female,F. less than monthly,2,2,3534
BHtf_EaotoxH_tbgh_HD7njG_zb_Ksz5R-MGr04kTiQ,16-34,male,F. less than monthly,1,1,27
0-PJ6EVJf_C2ENMatOKvDuWcMFsv4Ab79TNgGJBaeOk,16-34,male,E. monthly,3,6,2381
1jr_wslX-eKOy11Dq2ufEUwsOrsS3JnEbTcMEzbDcOc,,,E. monthly,3,4,7282
3cjsHJTY1JjfmQ2M7FDv3GvbBDuzs2vBuZz-Bby8HdM,,male,F. less than monthly,1,1,24
58TqyJYtiXNTA-GmHB7b-SqFXyqPkFQd2LXmN05n28A,16-34,,B. 2-5 days per week,3,8,39052
6hwpgyOVWT3xER66dvvqC_vZEKa85RSZMazDPUMYW8c,16-34,female,E. monthly,1,7,45961
8WQofTOdz4SZFEPRb03imUAd8AlItA-uKmmmRh-gQJA,35+,male,F. less than monthly,1,1,58
AAsFW9V2tDXkqf7rNL3qKuTpNz6LAY8V4bWkSRVaXhc,,,C. 1-2 days per week,4,10,17129
06SWgGn9FZB_RHqb5I9UxyTjGppHYUn_KRU5qlCJmV8,35+,,B. 2-5 days per week,2,6,20321
1ir7schuFG_9JxxEpWbnyPVk-70a2fLMVM8sJL3yYPI,35+,male,F. less than monthly,1,1,95
3ODtSByR8oFgdjO6SVsj89C0YksCEgbd23apESM5sVE,35+,male,E. monthly,1,1,242
4veSUOgkfzH283NKKVzdBpQ5fSfDX60EMwtdCe2Tu60,35+,female,F. less than monthly,1,1,4
6XV8UDhos85_AJv6jqjqKz_zFk6PkCkQ_luOJYamuEM,16-34,,D. fortnightly,1,1,5292
82-_aN2n4APglz2UnS1OxeZlt4as7Baivm4XYbcVYjc,35+,male,A. daily (5+ days per week),2,37,81857
9T4ubndSK6zw7TdxO01rX1-zudvvDUkUJm97FKb0hZ8,,,D. fortnightly,2,2,3250
B55PbISnnWm_xjT1tgyrqfDmGlstNzcwh4zVWHON3KU,35+,prefer not to say,F. less than monthly,1,1,10
0F0O62hpO-ULMVLLyx_Ty5JhVZEmeZJhaRObMhvygjc,16-34,female,D. fortnightly,1,1,865
1qh1LRjQ45cS0XguPBs4OcGa3OIuz_FfuplLifj84fs,35+,female,D. fortnightly,5,11,21591
3Ymk1vMOBYRDXV9J1yyP-b1VwH-hiLK18rolMeJiitE,35+,female,F. less than monthly,1,1,320
59KgBVkTkAKzfh4ho2R7yN8L1o5_55tsjqwCNc1ZUEc,35+,male,B. 2-5 days per week,1,5,14501
6X7RC-3QI0onjhEjojBV5gEm4oix-xIEorUSXQIQ0TI,35+,female,B. 2-5 days per week,2,4,20676
8MBBcbJY8hL0KxfHUzhHcw_KpPkoNly_1cuAJNQL_K0,,,B. 2-5 days per week,10,83,239849
9xoSJlmwpDoxXBxOwxNIcT9ZWU__bAfdPmTiYxNldoI,35+,male,F. less than monthly,1,1,62
BJGYxJmdhuxQ12G_J6C3A6ofV1rZPdOWIrwfUgq2ykc,,,C. 1-2 days per week,2,3,627
Crxo16ollCrTAE4SeZvs7sBhgHYbkvfE5pdrAy8Wtco,35+,male,D. fortnightly,2,3,5354
EIAzNKhKoDPhcfXO50oawLgWxyrUb7vWY1yuExhsVnI,,,A. daily (5+ days per week),5,12,19031
0CewrRm-yHwjVa5ms3QgP3H3wvth-izYidmahbpof6A,35+,female,D. fortnightly,1,2,4282
2WnDgOkicpAesiBzvRrL8boBPDZ9_7DOaWmUpqTWbxU,16-34,female,D. fortnightly,1,4,16073
4a_yU-bFSCZl-ZMkMun3WHuwbqKlRpfYIy8NdoYSb5I,35+,male,B. 2-5 days per week,2,7,6425
6s_QhTXq-ARpwPjSp26jVtPMbxfKGl7a2WKKRSPI-ro,16-34,male,F. less than monthly,1,1,187
8zhGPGYPLygC8MzKb1fN_TiCsdo5Rs0KtjOEi_74NBc,35+,male,F. less than monthly,1,2,307
BPIyO9DQQe2T-G4d7NPFtqVWhulA6KKvYoHS-5e0XUs,35+,male,B. 2-5 days per week,4,13,64337
Dv-NpScfMh0qeo4j-h3x_uyrsnp0VifB-WeQQfFoRT0,35+,male,D. fortnightly,1,4,11991
G72r-n--7cPXFSSOZVQHiUu2VRaufji2Xe4oF4P8ZpU,35+,female,E. monthly,1,1,2039
I5bV_CkpPyk12Pgx0hb0gkgfw8uOEgoNvxmfglTB92s,35+,female,E. monthly,1,1,1406
1D9WW7L3ToH8hn9wuhSuc_pNyewnYCzia4y28x7nbwQ,35+,female,D. fortnightly,4,4,68
3ddGX2xelKwGFEOSgkJeu3j1nezv4g1qDK8lOK72F6E,35+,female,B. 2-5 days per week,2,2,10658
5xS7owByONlD_E-Iqzyqzr5CkDMYa5ax73eEN16uaW8,35+,female,C. 1-2 days per week,1,4,24747
8QriEYwKGfUR_oomAsdsv0RqyK51tf2gdIDDgxrLEJg,16-34,male,C. 1-2 days per week,2,18,20487
143f4jftOlN-8aU5MjPguTz2o6x75ax_aRZ3WokidaM,16-34,female,B. 2-5 days per week,3,4,102676
2oixyZlavxPOP_hb6boTz04QKB4ej9wQCaaeCGxS61s,35+,male,B. 2-5 days per week,4,38,108290
4t0w9Y7Re3oEDG2QNALUQHOHeqRzlrwkMECTEQX0SjE,35+,female,E. monthly,1,20,28287
6cKgnzCMtc5H0FV-hnK2V5QYamRq2tuOWG997RTld1s,35+,male,D. fortnightly,1,4,103459
0tMFbai_0cfUj9zQJUT-MpC1jKtWiVLLv-FmA30RpVM,35+,female,C. 1-2 days per week,2,13,16016
2pFDTThg9RXi24WmygbEqf0AhBIAhU6i_A6hK8oiEg8,16-34,female,F. less than monthly,1,1,175
4g9-U49jGh8uCCuwNyYnxsQ8V7W4sFGU0BiZ9hNi9Ng,35+,male,E. monthly,1,2,2881
653iCJriypeELhUwTDqmbFDIZKHNMoPmHMXriEfqwyQ,35+,female,C. 1-2 days per week,1,1,11
7k1ClhqiLYy4AjV8VLJlkPq57wOQI6fV4IxKz3eV4bk,35+,female,E. monthly,3,7,11816
9KXHXv0ha7XwAu4_N9fWJZvQYtOMK0LxzH_-dnRrfhE,,,B. 2-5 days per week,4,11,38477
BESmXzj2d8aBY-JRwWAuLFtVUPheQlxatieUFMFREDM,35+,female,E. monthly,1,2,2511
15WEuPXICnAkVtDIGTGXNxwzPg34W9DQAdXWBOawFQc,16-34,male,A. daily (5+ days per week),1,34,476629
2lOtfcCkuRAzuaYH30p6-NHFFtmsceKoDvkucQSRcW0,35+,male,D. fortnightly,1,4,34486
50QC3bk4ZvDBchjLRBJb-8XYL6Ku0e7B8UvZdcf2HX4,35+,,B. 2-5 days per week,4,26,138771
6zYyKAgXiqy2jlgLNKpotx2qdvK7vWFyRaXNINWq4os,16-34,male,B. 2-5 days per week,2,6,29830
1AiJyFPV7tf92eM-1EhqXLLW_RUo6nBESctHOc_JMhc,,,B. 2-5 days per week,3,8,22095
2hiYUcekeIt61JZMn8T7xQHvyEhxZnRoFBa5QGI6JAM,35+,male,B. 2-5 days per week,2,8,108395
45g72zYhF16S7rsOHLxRJCTRDe_slhMwsX-ojOIS7UQ,16-34,male,E. monthly,3,5,1112
5vrAoJskdS7EfPpgfyjto3g7N0qe7O9tiADg4J_oB5g,35+,male,B. 2-5 days per week,17,106,244654
7caSkU6zCJABUfOUcPzYsiWkS1VPPd2E-1cEcxiUqmA,,,B. 2-5 days per week,4,11,17127
9M2QboVDh7QIPD71BUhCBPftF37rf2Q44skrwPsnaZo,16-34,female,F. less than monthly,1,5,37831
BHAcNcopbm2NgZhR1oO4oqwhHkzHHoEsk5GDaip5w6Y,35+,male,D. fortnightly,1,4,19589
1CNfrvkgXp5aENg4b_Rr509OoH7MELc5eObwig-anXU,35+,male,D. fortnightly,1,13,262390
2dGCLqCCNAl5GYysXobOFcJZdmXFkSgYPKWQ-bYihJA,35+,male,B. 2-5 days per week,8,41,62663
4J2Dqxb3QiinUZST7JnRNOi1HpfVMjpDCPcT5kRJ4Pk,,,F. less than monthly,1,1,116
5qJuPD1INEuUjVoKqRg4yDk68XhQzR7yUwMCFdl7rq8,,,F. less than monthly,1,3,2457
7DzDbE2aVV8vad3J2V3z7QFD7yVU22bQLOGqotyEBUg,35+,male,B. 2-5 days per week,3,11,77639
8dh96K_tjvQKg0afpdzKzmC9pHMN7jjO42W-J59dhS4,35+,male,F. less than monthly,1,1,72
14SDacXtQrNIxxzyW9J3ZMMfAUYk-QAc31fUuIF9i5s,35+,female,E. monthly,2,2,232
36siC52rXCPXDSIpOapargcEa4cPv4kTZWXBHhfHbww,35+,male,C. 1-2 days per week,1,3,43053
4e4C5IZQOH4iMuCYTnmPv_q8V_hIHLjd4xKMcG1LwiE,35+,female,F. less than monthly,1,1,205
68smglTZRk3PmWcBBNaiLCispVLKAfHl94yjWUqosiI,,,C. 1-2 days per week,1,13,12661
7mzmXFEImYGM58msvOWZT_AoU80CCABHwtScDJFpneY,35+,male,E. monthly,1,4,28501
9gVYw9Uq8i1RgCwm-fA_fD45Xq5x7ipDf8N0jWN-anc,35+,male,F. less than monthly,1,1,2798
1WRf3IhU_V4GJ5PHoB8g5QGnZucGcGDPPjvOG_K7v8Y,35+,male,F. less than monthly,1,3,4099
2zL3GFWtQqhDqrFCU0kMZPrINJS9kopVOAHszwCzX9o,16-34,female,E. monthly,1,1,171
4TOqDVzJhGk-mXX592nH-E8SlNPMWqihPfpf61M8meY,16-34,other,C. 1-2 days per week,5,18,99923
66ut1lIO7A9HMVjQy3IY7uGixNqOz6Iax4cpUl2Rcns,,,B. 2-5 days per week,4,15,134405
7crdj86JPFqpZpiGc3tEHvbL4Z901QR68ggD0teCcfk,35+,female,A. daily (5+ days per week),5,74,380778
128jSq_rpZVjp728DHiepvADOySuZxULEuT3TPTs1Z8,35+,male,F. less than monthly,1,2,43
31CW1S7fc9FguEXnvcJ6gV210YdIx2Ysbj-1Es3GhnU,35+,female,F. less than monthly,1,1,286
4hBfgPOMGrOQWDHD-ATSC3k4Dg7rg8jFqo0fjs4kyes,35+,prefer not to say,F. less than monthly,1,1,1240
6NjfDvoxHZbmoMwoxs-LYob42mAz01-Y-RZnRE192iA,35+,female,A. daily (5+ days per week),8,78,810774
8-GzgEbEnTyzs8N0Tho-tFX8snSRN6TGDcbOHbDDjY0,35+,male,B. 2-5 days per week,3,12,60419
9y9KIShKp6GZgJp_2xuuYPqNbGFDIqfXKHnq9FT0VbA,35+,female,C. 1-2 days per week,1,3,13684
1TOIK2pSjiLiFVemvv3uFLpTcrNZcFHl5muOsYqe5KQ,35+,female,D. fortnightly,1,1,2908
34hWFoLYqMTiMXc8jy8dpBbRAWytuOgoJWuHtDyK0IE,16-34,female,B. 2-5 days per week,2,5,60284
4OCQwVEzCACmRnOWtMnM0F20vmn7zoemj5qb0vqxX1I,,,F. less than monthly,1,1,1534
5kPzpl47m_LQP1MisOZ0Wv7Oq4ZmwTCLwEr0PioVano,35+,male,D. fortnightly,2,8,84988
7azid9ePqX0kOreOJhbm20ecAFGc9A6uFrD9j94Sckg,Under 16,,B. 2-5 days per week,10,108,440995
9UEvOhT-wUwwyVlJljqlLcai7GrqpnLbcvasjOxj1xU,,,E. monthly,2,2,5665
B0LWil_2NleWAMLSrUj9pl2Q0z8xZWm3i_hlDMw-qyc,35+,female,F. less than monthly,1,1,134
1ZU28Q0eSbnuca3NNLGtLN3rBKrNpLXht-dcPlKPjvM,,,C. 1-2 days per week,1,3,6544
2yDnzM_EEy9E8wdO1IT45hqzWJ-fLDRM9zze4SFZmIU,35+,male,E. monthly,2,5,473
4aJgfPsm3AAmwsW_Neo6wRqI63TPH0uWb7uF1x1bUeg,16-34,female,C. 1-2 days per week,1,1,9676
6L2Ve3Wu6WKoTpredI5g8DI0dI6RfSY_6_2opiy3rtA,35+,,A. daily (5+ days per week),3,17,238025
8NbEBdDHoPwNzZDoNyxN6iA0rF9RFjzBogl6QtX9ox8,,,C. 1-2 days per week,1,1,6352
9sFtjUg_MZmgH4Jtj9x-nW_2_X7-MTgMGD0iY0T4HZA,35+,male,E. monthly,1,3,2021
BAq6wr3DsJGA6HS33Dhv5RDinO8Xc_v7hPkBL5VbsZ8,16-34,male,B. 2-5 days per week,1,11,85594
1HebssuV1XZWA_TVatzcQ3PuKOQGOnJNeI1HTZmywR0,35+,male,F. less than monthly,1,1,675
2raUUF5EPNLzVu_lKN-YfkJQ78z9uo-3bdL9YdSnayI,16-34,male,E. monthly,2,2,7024
4WIr_imxCL6M1jftA2VrXiFXltKKRg8Gaeiy56OKqlA,35+,prefer not to say,A. daily (5+ days per week),9,84,306395
6F4eg-aIkItb8qobVIyG2qa4WF4CctT2davOlzP738U,35+,female,D. fortnightly,2,7,7059
7Vf9Zj-4ii_OmzUAVVTiZ0OtAxY4sPNdWPXx-ZAp1Tw,16-34,prefer not to say,F. less than monthly,1,1,137
92AXwNTbNoouDWGp7msrfraH9z6fHRHprJ313nSuwZE,16-34,,C. 1-2 days per week,5,6,2765
AYDzbruL52kQidsdE4vLuFrqYzktbU5jod55jr55gUo,16-34,female,F. less than monthly,1,2,3622
12PZK8gZYfd0bEpoVL2Zvskje6A-9KVfxRNDsdz3xBs,35+,prefer not to say,E. monthly,2,3,4166
2rNJNHohABChddg9iiVM3d3mLfhIhKsUxRwDp0ppq9U,16-34,female,D. fortnightly,2,2,8848
4fDAwLBOXV2d0hRVkrn9vZTjqPs4NzOiUtiDHtLb0K0,,,A. daily (5+ days per week),11,42,153842
6A4qdEelc0tWGrKHCse2TKSphmjHklSsjhCFM-dog84,35+,male,B. 2-5 days per week,4,7,36249
86_LzdjEKYKls1pTeI47I0zbI4GjbZkljevto55Q2h4,35+,,B. 2-5 days per week,4,35,24117
9cqb3yNYVJ_iO46UfewLTlGneg4BysMRsBqD_VrWgNE,35+,male,F. less than monthly,1,1,1472
18efb_aCV6Na6ICX1UHTKxWVoUr50DMzMyBs62UDWF8,35+,male,B. 2-5 days per week,5,13,55566
2hBmXQNpL7W5QyDMk6hAT5B3vFxlsFV7eU3-wLQHNHw,16-34,prefer not to say,C. 1-2 days per week,6,13,45655
4M4MFKZkCJiQg83y-YSfM48CAWIyfFwhRE5W82o4Zhw,,,E. monthly,1,4,3026
63NsaQO2v6zUiOXYn7tIBfVSFt6kGj8HVyiPMA_4vPY,16-34,,E. monthly,4,8,8586
7ijS5cgKtHjtAaQCMa04kN0gOZDxrPylmqty3EUWBLw,35+,female,D. fortnightly,1,4,41078
9-OSHha54hAgEJ_4L6eAYqaDOICwMXGK37sJStHhE9Q,Under 16,female,E. monthly,1,2,3792
AfCN33JnpaSR8RG_1cMdHUqyxGAJfaTFSbP7XdvslgQ,35+,female,E. monthly,1,1,12
1GMaswI7qakxQiWQsY3YOgrwcbo2NNQX1KX7QTARsoI,16-34,male,F. less than monthly,1,1,1148
2ucE3wEcHdT73rCivodBeelMmgpmM1VaZQn7icCYTbI,35+,,B. 2-5 days per week,9,27,272388
4cYyWI38P8bCPjV25mcmaXXBlsHkGlpLdf-zVL0brFc,35+,male,A. daily (5+ days per week),1,4,675262
6-jHgdBM_zQqM4E-fPAAZRIxGuh7bmPRQK-hTDGdcIs,35+,female,D. fortnightly,4,6,7307
7q9hCmJ5Ys4eAxh_76KFir6ua6o93YqnQsmzwmMDVlc,,,F. less than monthly,1,1,10
9_EoBS0BZiAEnk50z04PexjZxY0qbTmaAfqnuK2DRFo,35+,male,F. less than monthly,1,1,3
AqnSLnTtLtqizrLEprWhGyGh4o8_fSrezGD-XbB3p9k,16-34,male,B. 2-5 days per week,5,20,126336
CNokyS7N-SaYdmowYkuAw4UN8t-sH3hNvTdUb9N5MXc,,,B. 2-5 days per week,4,10,129777
DtXnwO9gMWK7ukXhieaBm5g_BXromJsIXM14PXSUxW8,,,E. monthly,1,2,1820
1t6aMsR2I6nd-qMUCx7RNU080kPAUgfKkY_vYGZTWXE,35+,,D. fortnightly,1,1,11046
3q1xkpcD6qQ-v3Gtl6n8dov5R0uSzR11h6-km-k9L4M,16-34,female,B. 2-5 days per week,1,5,64021
6Abiz4oVxmNj_SHEnjFvZy73XiusbsSHngp6Mi_PE9E,35+,female,A. daily (5+ days per week),3,3,19570
8JM9goP5SEG53GribxDpPX12v9PFhCx-HdF376-6Rw0,,,C. 1-2 days per week,2,9,117411
ApjT4TwgpqIsb5zRBF-qz46etLI_qzmX-2d-PlAEIyk,16-34,female,B. 2-5 days per week,3,15,14825
D4Zax6JkLGYhAF51KRRj6dCxX9kOt2Rf9xxQy1W1WdA,35+,female,B. 2-5 days per week,8,104,433838
FM966jXtsBM5JxAnM4MXx5fbNrw0D48hK3dzyvhF9iE,35+,female,B. 2-5 days per week,6,22,48427
HN9I_eGtodOGWgqQmea6rzNPeUmI_d-Ph3p09rv3W3o,35+,male,D. fortnightly,4,8,14223
0_a20iuyMW_V1bkNYo6mBiDu3QoC6ESZfxDRlNby8Dw,16-34,male,B. 2-5 days per week,4,51,138346
39VHEPg8ngEBGyjhSoX_SehLCTIfXUBEMolxZksfxWY,16-34,male,E. monthly,2,4,1599
5RrH1mATmfiKJ5g0qHG7sxOxZEv7my_5tnRRxX33qTE,35+,male,D. fortnightly,1,1,220
7st-Blole2SG7jvEE-naqpYpGlnxu6m5btAzaKvzMy0,35+,male,B. 2-5 days per week,3,13,25400
0Ng3bSU2zpNHj69uLlgRrzYmGz6kLe_5U6hky7GKrAQ,35+,female,F. less than monthly,1,1,4951
2OC7sbT1DMsXoyK65x4fhJKjriyekr1bsb8Z0iFomXk,16-34,male,F. less than monthly,1,1,34
4K6UDvS0z0yJjLERCcf7HGjMLv4N4VsYH5m0qThy6xo,16-34,male,C. 1-2 days per week,1,1,5200
64451YztYP3IwjcMOngUGl7MYqQhMwsGG8C-LUC9lps,35+,male,B. 2-5 days per week,1,6,46973
7rhl6blQf6KQFBR9J8zqx0lios5K2VMVafJ0FgGcrZs,35+,prefer not to say,F. less than monthly,1,1,99
0TXWDkv19w60g5fQivNtPdml1Z21-GZFnhIkE3prWkA,16-34,female,C. 1-2 days per week,2,6,360852
2ItI7QRN_T0cZ2TrRO_zWtzzETJ7kw6CkTfhZ8m_86E,35+,,D. fortnightly,2,2,10752
4BOMxXeZn8IUTweBf3SaCdDvFBxkEuVdnFe5sH1rirM,35+,male,E. monthly,4,8,1066
5gWegbDrNSe8YTUsLbbD49k1DtGJg6c4z-lKvH0Gq60,,,F. less than monthly,3,3,5983
7EWbFy5ZMFL27t2qC_rpigdCySpvbNurxx89ula-tp8,,,D. fortnightly,1,1,5
8z-53nzr9uuFjIIHgc38AC_Sjws-Te2m9JxCWBb_Wj8,,,D. fortnightly,3,3,12286
AhlrFblmpW-rktuZ0l4ziLeDQfHYnievstVhlOPC4iE,35+,male,F. less than monthly,1,1,14
0Y9kdcrMdwd93MNJBOxW3nPRtXM_o75AeLIBs1ZxUpY,,,B. 2-5 days per week,6,17,80340
2JNyzwcmyh8y6SxucZQmhii1gTft5n8kKrpsMwqwIU8,16-34,male,E. monthly,2,3,8173
4FNeMlCH_2a8NRz3ZoPpdtckhn9riMqjNNefLtw9CIg,35+,male,B. 2-5 days per week,4,32,77216
6ZHMBxR1AxsMsZ9eUz_NHzro3etK8Jw7e0QRPAGSd5Y,35+,female,A. daily (5+ days per week),2,2,109288
8Gey8KMoS_XMoFv_bTjkdkWcveCJ8PKDzR7jz4msdAE,,,E. monthly,1,1,10
0fssWC5zaslHSi4LHfdC-zGkcGGfmCsvhJ9QnIBppOw,35+,male,C. 1-2 days per week,1,4,91618
2GlxrYfKi2Fl6KH_KFDpUfPFoFZR3EAVmRYdn5-Bt-Y,35+,female,B. 2-5 days per week,1,1,1800
3guDGPLTIJg7jdsG6-R6KaJ21cCGJm8QLa4X_OyDilA,,,B. 2-5 days per week,5,36,179611
5KAZY4WfBoZK_1jeGwb_tx42CvMPAhktDdJ-wHpYSU0,,,F. less than monthly,2,3,2225
7C4WgUCh6nhfVi6lrfIzsltH2yqrgdD9CbZVX0UY-II,35+,female,D. fortnightly,1,5,58697
8sOLLubOCdiRoa1doUbMrjQXyFR7R9aNHWmdiriV1X8,16-34,male,E. monthly,1,1,2887
AWrPws7gpdKLrSBSQPjGQ2h4DF1ZXPdkQnoc3xyhvj8,35+,male,A. daily (5+ days per week),4,44,1025297
0Wsb0_6jBKytwKP2A4a-2d5h6uwvY-NsCjOopSLMT_g,,,C. 1-2 days per week,5,19,50016
2JVP4jdburQbV8rlwx0_u_-Cdd6d0Jb0sw0UBuPjLbg,16-34,female,E. monthly,1,1,201
3yz46bf7eJCSMuWmMp9ciKwwYpKLhGQYtVjR6d2UVUU,16-34,other,F. less than monthly,1,1,413
5_-wil703e7WUXxjnjzg9VqbBFBKH7ROYVGm-YA-m8A,35+,male,D. fortnightly,3,4,22206
6vmAHrAGStt95KkG3XiQ1a3cCK_EUeFqmCd8k6gJir8,35+,female,E. monthly,2,7,20279
8KcKQhlns05H-0QX0kPyp3q8h42a2pddkMcOj-8ejeg,,,B. 2-5 days per week,4,6,46776
0hdhhhPXBTJ-gpgUaWYcAb4RSTmc3p-IbEz0Tj7PqB0,35+,female,D. fortnightly,2,5,8759
2kotP2JnMt50MJlOfDnDL-jh4R-wlK0gVqEYCiFogG8,16-34,male,F. less than monthly,1,1,145
4ILJxxOAWGqo4BEbiRqwvM4QERkcRYHQcuvs3_Kt15c,,,B. 2-5 days per week,2,20,190699
5inh70pkXqvsgTQHZ2xnmYSzADxbHBtiNamV5OIvBRk,35+,prefer not to say,D. fortnightly,1,2,7529
7LIlPknyobp7e10y9G8l7us7Res0cVGzjGC-hnRus3Y,35+,male,A. daily (5+ days per week),3,8,142273
9GUWbHJSqIjIVKsRWRwQi2vXOlmpFFDfJ6reDbtX7H8,,,D. fortnightly,2,3,3207
AazAcHHizXSfV2cc3rNx0MmWUjIdnYgoKbekVqnglHc,16-34,male,B. 2-5 days per week,1,4,18979
11KsRE-84CzieB1QWMNyWT7WrpxdWrgj1hHINLryjRs,35+,prefer not to say,B. 2-5 days per week,2,4,64782
2ciA-ZKuWJDaN3uFi8vuBpj1BrrbmLClYSi84WNNr-o,16-34,male,E. monthly,1,1,294
44-M9ybqA86TUIlWqiN1zRRM0cOsgJfUckNs8IA3NL0,16-34,female,F. less than monthly,1,2,2248
5fqse9HR0m5LQ9EUleDpfJHnBEXnSo9EF3f9r9icsTY,16-34,male,D. fortnightly,2,2,4700
7BNN782wlID6F-kfbknuLRgFMGIw_sad8JUkcuDwRbg,16-34,female,B. 2-5 days per week,2,14,96848
8htf8sOEjIRViUZdjIV5oHA2Ujh6W8JtA4-4lXsxbg4,35+,,E. monthly,2,3,236
0au4y1g35Hd9NZPFjcGwG7W_D6_B-EiKk7z9K6KTFi0,,,D. fortnightly,5,8,16676
2ZSL9Ic_wTCJSjYq72mZn4jkBQAJUG_JWprkm4SfV58,35+,female,D. fortnightly,6,11,5503
4CPOcHf1rmTfc7WL0Y1oBh7zTzrR1xDCIrU3etmbcMk,35+,female,B. 2-5 days per week,1,4,11701
5yAv-4bVw64kaEJKe-0l83cX66xqFdZ-I-3k6ZYWzLY,35+,female,B. 2-5 days per week,4,39,112542
7XmZfGQOywaiHyBQ2FpC1EYnuGFpCxi_jJHNSjz58W0,35+,male,C. 1-2 days per week,3,12,27414
9IO6Qet_DRVVLhQumf262BTFmuZajjwk2zstwnWgAd8,16-34,female,C. 1-2 days per week,2,5,9708
B5IRMAH6PTfGOKypZ_XXQP-rwOl3u32uMXlnSB-vErA,35+,female,E. monthly,1,2,3932
12cTR5Lf-oTpS3WmnJAHoJlfle_J2ROQGmb3sMUT8lc,35+,prefer not to say,A. daily (5+ days per week),3,21,60108
2eVloSOlciTwpzZJFD2nwu7hKsoaIhnv77J-mtFBZyw,35+,female,C. 1-2 days per week,6,11,15029
44557QP7GEPbSCvm_2sY-QiJzIS1ROk6ezYl2ZGiecE,35+,,B. 2-5 days per week,9,77,227013
5TYczNgdKk3f2VpTYS2gTeQ2KxJPSXRzjwNIYstf9A8,35+,prefer not to say,B. 2-5 days per week,6,23,151831
6y-WSn5MwQTk1d4XvHwIZAe3enMwzRgwJ34ziaGzp-o,,,D. fortnightly,3,3,40685
8yj3Cr6Y9MD1LTqf5jPCwt7y9h-sMogBHC1HNnbs54g,35+,male,F. less than monthly,1,2,5757
AZ5QX13v2cjgpra_hEYgrfhf4rK6IgmkGKnlNgUCSH4,35+,male,B. 2-5 days per week,4,10,28825
0qxtokZppDAD6f56ggqwXkxdI73TbS--fet6nlF4ZM8,35+,female,C. 1-2 days per week,2,13,36015
2cIkVPGh_OUunuqbi5KK6C2o0qnpQrWeoeAQfqQ0XeI,35+,male,D. fortnightly,1,1,14540
42TxbOfa92d1bpIFeGyBRw9EI_0KXz9KRRm68QDvrfM,35+,male,D. fortnightly,1,5,23147
5x2bj5herP3loyvZQFZvx61SapATXBm0JTVxkjsEY8k,35+,male,D. fortnightly,1,1,1584
7axhfLl8fd7LAaoeF2NoqC5wM7b11Gt4CAde3wRQxwQ,16-34,male,F. less than monthly,1,1,120
